name,chembl_id,chembl_max_phase,indication_class,molecular_weight,logP,PSA,H_donors,H_acceptors,rotatable_bonds,SMILES,smiles_source,source,sources,ingredient,earliest_patent_expiry,earliest_exclusivity_date,ema_approved,pmda_approved,nosa_candidate,pubchem_cid,vapor_pressure_mmhg,vapor_pressure_raw,melting_point_c,melting_point_raw,boiling_point_c,boiling_point_raw
DEXFOSFOSERINE,CHEMBL284377,2.0,,185.07,-1.49,130.08,4.0,4.0,4.0,N[C@@H](COP(=O)(O)O)C(=O)O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ELMUSTINE,CHEMBL284907,2.0,,195.61,-0.09,82.00,2.0,4.0,5.0,O=NN(CCCl)C(=O)NCCO,chembl,chembl,chembl,,,,False,False,False,,,,,,,
FANTOFARONE,CHEMBL285855,2.0,,550.72,5.86,69.48,0.0,7.0,13.0,COc1ccc(CCN(C)CCCOc2ccc(S(=O)(=O)c3c(C(C)C)cn4ccccc34)cc2)cc1OC,chembl,chembl,chembl,,,,False,False,False,,,,,,,
BEFLOXATONE,CHEMBL416578,2.0,,349.31,2.35,68.23,1.0,5.0,7.0,COC[C@H]1CN(c2ccc(OCC[C@@H](O)C(F)(F)F)cc2)C(=O)O1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
OBIDOXIME CHLORIDE,CHEMBL291233,2.0,,359.21,0.51,82.17,2.0,5.0,6.0,O/N=C/c1cc[n+](COC[n+]2ccc(/C=N/O)cc2)cc1.[Cl-].[Cl-],chembl,chembl,chembl,,,,False,False,False,,,,,,,
AMSILAROTENE,CHEMBL32994,2.0,,385.61,,,,,,C[Si](C)(C)c1cc(C(=O)Nc2ccc(C(=O)O)cc2)cc([Si](C)(C)C)c1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
IBROLIPIM,CHEMBL34234,2.0,,451.26,5.34,88.42,1.0,5.0,8.0,CCOP(=O)(Cc1ccc(C(=O)Nc2ccc(Br)cc2C#N)cc1)OCC,chembl,chembl,chembl,,,,False,False,False,,,,,,,
EPTASTIGMINE,CHEMBL433041,2.0,,359.51,4.11,44.81,1.0,4.0,7.0,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ISOXEPAC,CHEMBL33211,2.0,,268.27,2.44,63.60,1.0,3.0,2.0,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DICHLOROPHEN,CHEMBL33845,2.0,,269.13,4.00,40.46,2.0,2.0,2.0,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ZINDOXIFENE,CHEMBL32227,2.0,,351.40,4.49,57.53,0.0,5.0,4.0,CCn1c(-c2ccc(OC(C)=O)cc2)c(C)c2cc(OC(C)=O)ccc21,chembl,chembl,chembl,,,,False,False,False,,,,,,,
MIFOBATE,CHEMBL284768,2.0,,358.65,4.24,80.29,0.0,7.0,8.0,COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CHLOROGENIC ACID,CHEMBL284616,2.0,,354.31,-0.65,164.75,6.0,8.0,4.0,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PIRLINDOLE,CHEMBL32350,2.0,,226.32,2.93,16.96,1.0,2.0,0.0,Cc1ccc2c(c1)c1c3n2CCNC3CCC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
LUTEOLIN,CHEMBL151,2.0,,286.24,2.28,111.13,4.0,6.0,1.0,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ACRONINE,CHEMBL285852,2.0,,321.38,3.88,40.46,0.0,4.0,1.0,COc1cc2c(c3c1c(=O)c1ccccc1n3C)C=CC(C)(C)O2,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TRIMEDOXIME,CHEMBL32778,2.0,,286.33,0.97,72.94,2.0,4.0,6.0,O/N=C/c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CARZELESIN,CHEMBL32911,2.0,,729.24,9.40,135.70,4.0,6.0,9.0,CCN(CC)c1ccc2cc(C(=O)Nc3ccc4[nH]c(C(=O)N5C[C@@H](CCl)c6c5cc(OC(=O)Nc5ccccc5)c5[nH]cc(C)c65)cc4c3)oc2c1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
HOMIDIUM BROMIDE,CHEMBL284328,2.0,,394.32,4.13,55.92,2.0,2.0,2.0,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[Br-],chembl,chembl,chembl,,,,False,False,False,,,,,,,
PIBROZELESIN,CHEMBL36015,2.0,,698.57,4.66,138.66,2.0,9.0,7.0,COC(=O)c1c(C)[nH]c2c(OC(=O)N3CCN(C)CC3)cc3c(c12)[C@H](CBr)CN3C(=O)c1cc2cc(OC)c(OC)c(OC)c2[nH]1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
RATHYRONINE,CHEMBL789,2.0,,650.98,3.95,92.78,3.0,4.0,5.0,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ADOZELESIN,CHEMBL35493,2.0,,502.53,5.30,111.20,3.0,4.0,3.0,Cc1c[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)c1cc4cc(NC(=O)c5cc6ccccc6o5)ccc4[nH]1)C3=CC2=O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
RAFOXANIDE,CHEMBL287542,2.0,,626.02,6.95,58.56,2.0,3.0,4.0,O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TREQUINSIN,CHEMBL285913,2.0,,405.50,3.58,57.75,0.0,6.0,3.0,COc1cc2c(cc1OC)-c1c/c(=N\c3c(C)cc(C)cc3C)n(C)c(=O)n1CC2,chembl,chembl,chembl,,,,False,False,False,,,,,,,
AMFONELIC ACID,CHEMBL35337,2.0,,308.34,2.71,72.19,1.0,4.0,4.0,CCn1cc(C(=O)O)c(=O)c2ccc(Cc3ccccc3)nc21,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DICLOFENSINE,CHEMBL287257,2.0,,322.24,4.58,12.47,0.0,2.0,2.0,COc1ccc2c(c1)CN(C)CC2c1ccc(Cl)c(Cl)c1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
FUMAGILLIN,CHEMBL32838,2.0,,458.55,3.92,97.89,1.0,6.0,10.0,CO[C@@H]1[C@H](OC(=O)/C=C/C=C/C=C/C=C/C(=O)O)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ALFATRADIOL,CHEMBL286452,2.0,,272.39,3.61,40.46,2.0,2.0,0.0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@H]2O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DIMINAZENE,CHEMBL35241,2.0,,281.32,2.37,136.49,5.0,4.0,5.0,N=C(N)c1ccc(/N=N/Nc2ccc(C(=N)N)cc2)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
OCTENIDINE HYDROCHLORIDE,CHEMBL36342,2.0,,623.84,9.63,34.58,0.0,4.0,25.0,CCCCCCCCN=c1ccn(CCCCCCCCCCn2ccc(=NCCCCCCCC)cc2)cc1.Cl.Cl,chembl,chembl,chembl,,,,False,False,False,,,,,,,
URIC ACID,CHEMBL792,2.0,,168.11,-0.53,115.15,4.0,6.0,0.0,Oc1nc(O)c2nc(O)[nH]c2n1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
IPROZILAMINE,CHEMBL34246,2.0,,315.87,2.42,44.29,1.0,6.0,4.0,CSc1c(Cl)nc(NC(C)C)nc1N1CCN(C)CC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
THIAMIPRINE,CHEMBL34722,2.0,,292.28,0.73,141.44,2.0,9.0,3.0,Cn1cnc([N+](=O)[O-])c1Sc1nc(N)nc2[nH]cnc12,chembl,chembl,chembl,,,,False,False,False,,,,,,,
EMIVIRINE,CHEMBL35033,2.0,,302.37,2.24,64.09,1.0,4.0,6.0,CCOCn1c(Cc2ccccc2)c(C(C)C)c(=O)[nH]c1=O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
LORZAFONE ANHYDROUS,CHEMBL36565,2.0,,394.26,2.26,92.50,2.0,4.0,6.0,CN(C(=O)CNC(=O)CN)c1ccc(Cl)cc1C(=O)c1ccccc1Cl,chembl,chembl,chembl,,,,False,False,False,,,,,,,
LOMETREXOL,CHEMBL34412,2.0,,443.46,0.62,187.50,6.0,7.0,9.0,Nc1nc2c(c(=O)[nH]1)C[C@@H](CCc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CERONAPRIL,CHEMBL36503,2.0,,440.48,2.78,130.16,3.0,5.0,13.0,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CILOSTAMIDE,CHEMBL34431,2.0,,342.44,3.48,62.40,1.0,3.0,6.0,CN(C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1)C1CCCCC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
K-134,CHEMBL284838,2.0,,399.49,2.77,94.66,3.0,4.0,7.0,O=C(NCCCOc1ccc2[nH]c(=O)ccc2c1)N(C1CC1)[C@@H]1CCCC[C@H]1O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CLOFURAC,CHEMBL33958,2.0,,250.72,3.85,26.30,0.0,2.0,1.0,O=C1Cc2cc(Cl)c(C3CCCCC3)cc2O1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DIAZIQUONE,CHEMBL36016,2.0,,364.36,-0.32,116.82,2.0,8.0,6.0,CCOC(=O)NC1=C(N2CC2)C(=O)C(NC(=O)OCC)=C(N2CC2)C1=O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PENTAQUINE,CHEMBL35802,2.0,,301.43,3.82,46.18,2.0,4.0,9.0,COc1cc(NCCCCCNC(C)C)c2ncccc2c1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DEFERITRIN,CHEMBL432481,2.0,,253.28,1.43,90.12,3.0,5.0,2.0,C[C@]1(C(=O)O)CSC(c2ccc(O)cc2O)=N1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
OLODANRIGAN,CHEMBL34124,2.0,,507.59,5.44,76.07,1.0,4.0,8.0,COc1ccc2c(c1OCc1ccccc1)C[C@@H](C(=O)O)N(C(=O)C(c1ccccc1)c1ccccc1)C2,chembl,chembl,chembl,,,,False,False,False,,,,,,,
INDOLIDAN,CHEMBL38224,2.0,,257.29,1.53,70.56,2.0,3.0,1.0,CC1(C)C(=O)Nc2ccc(C3=NNC(=O)CC3)cc21,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TIOSPIRONE,CHEMBL35057,2.0,,440.61,3.91,56.75,0.0,6.0,6.0,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DICLAZURIL,CHEMBL284733,2.0,,407.64,3.54,91.54,1.0,5.0,3.0,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DECOQUINATE,CHEMBL416230,2.0,,417.55,6.04,77.88,1.0,6.0,14.0,CCCCCCCCCCOc1cc2c(O)c(C(=O)OCC)cnc2cc1OCC,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CAMBENDAZOLE,CHEMBL290578,2.0,,302.36,3.64,79.90,2.0,5.0,3.0,CC(C)OC(=O)Nc1ccc2[nH]c(-c3cscn3)nc2c1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
FENBENDAZOLE,CHEMBL37161,2.0,,299.36,3.89,67.01,2.0,4.0,3.0,COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CANDOXATRIL,CHEMBL35084,2.0,,515.65,4.07,111.16,2.0,6.0,12.0,COCCOC[C@H](CC1(C(=O)N[C@H]2CC[C@@H](C(=O)O)CC2)CCCC1)C(=O)Oc1ccc2c(c1)CCC2,chembl,chembl,chembl,,,,False,False,False,,,,,,,
COLURACETAM,CHEMBL37935,2.0,,341.41,2.88,75.44,1.0,4.0,3.0,Cc1oc2nc3c(c(NC(=O)CN4CCCC4=O)c2c1C)CCCC3,chembl,chembl,chembl,,,,False,False,False,,,,,,,
FOSBRETABULIN DISODIUM,CHEMBL289351,2.0,,440.30,3.36,103.68,2.0,6.0,8.0,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OP(=O)([O-])[O-].[Na+].[Na+],chembl,chembl,chembl,,,,False,False,False,,,,,,,
LONAPALENE,CHEMBL36648,2.0,,338.74,3.36,71.06,0.0,6.0,4.0,COc1c(OC)c(OC(C)=O)c2cc(Cl)ccc2c1OC(C)=O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ALAPROCLATE,CHEMBL36591,2.0,,255.75,2.55,52.32,1.0,3.0,4.0,CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
NOMELIDINE,CHEMBL287064,2.0,,303.20,3.50,24.92,1.0,2.0,4.0,CNC/C=C(/c1ccc(Br)cc1)c1cccnc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ANIRACETAM,CHEMBL36994,2.0,,219.24,1.46,46.61,0.0,3.0,2.0,COc1ccc(C(=O)N2CCCC2=O)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PROXYPHYLLINE,CHEMBL37390,2.0,,238.25,-1.19,82.05,1.0,7.0,2.0,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,chembl,chembl,chembl,,,,False,False,False,,,,,,,
BROPIRIMINE,CHEMBL37387,2.0,,266.10,1.78,71.77,2.0,3.0,1.0,Nc1nc(=O)c(Br)c(-c2ccccc2)[nH]1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TILMACOXIB,CHEMBL34913,2.0,,338.40,3.48,86.19,1.0,4.0,3.0,Cc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)c(F)c2)o1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PHENERIDINE,CHEMBL285517,2.0,,337.46,3.83,29.54,0.0,3.0,6.0,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccccc2)CC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PAZELLIPTINE,CHEMBL40124,2.0,,361.49,4.72,56.84,2.0,4.0,7.0,CCN(CC)CCCNc1nccc2c(C)c3[nH]c4ccncc4c3cc12,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TAMETRALINE,CHEMBL38120,2.0,,237.35,3.87,12.03,1.0,1.0,2.0,CN[C@@H]1CC[C@@H](c2ccccc2)c2ccccc21,chembl,chembl,chembl,,,,False,False,False,,,,,,,
METOCHALCONE,CHEMBL36584,2.0,,298.34,3.61,44.76,0.0,4.0,6.0,COc1ccc(/C=C/C(=O)c2ccc(OC)cc2OC)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TROVIRDINE,CHEMBL39999,2.0,,337.25,2.77,49.84,2.0,3.0,4.0,S=C(NCCc1ccccn1)Nc1ccc(Br)cn1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
SELFOTEL,CHEMBL39664,2.0,,223.16,-0.38,106.86,4.0,3.0,3.0,O=C(O)[C@@H]1C[C@H](CP(=O)(O)O)CCN1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DOLASTATIN-10,CHEMBL39541,2.0,,785.11,5.19,133.41,2.0,9.0,21.0,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)c1nccs1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ENVIRADENE,CHEMBL290507,2.0,,355.46,3.66,77.98,1.0,5.0,4.0,C/C=C(\c1ccccc1)c1ccc2nc(N)n(S(=O)(=O)C(C)C)c2c1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PELRETIN,CHEMBL39861,2.0,,336.48,6.43,37.30,1.0,1.0,5.0,CC1=C(/C=C/C(C)=C/C=C/c2ccc(C(=O)O)cc2)C(C)(C)CCC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
FOSTEDIL,CHEMBL39516,2.0,,361.40,5.73,48.42,0.0,5.0,7.0,CCOP(=O)(Cc1ccc(-c2nc3ccccc3s2)cc1)OCC,chembl,chembl,chembl,,,,False,False,False,,,,,,,
SUTEZOLID,CHEMBL288149,2.0,,353.42,1.84,61.88,1.0,5.0,4.0,CC(=O)NC[C@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ANTHRAMYCIN,CHEMBL39373,2.0,,315.33,0.58,115.89,4.0,5.0,2.0,Cc1ccc2c(c1O)NC(O)C1CC(/C=C/C(N)=O)=CN1C2=O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
LOVIRIDE,CHEMBL37624,2.0,,351.23,4.14,72.19,2.0,3.0,5.0,CC(=O)c1ccc(C)cc1NC(C(N)=O)c1c(Cl)cccc1Cl,chembl,chembl,chembl,,,,False,False,False,,,,,,,
GW501516,CHEMBL38943,2.0,,453.51,6.20,59.42,1.0,5.0,7.0,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OCC(=O)O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
LEDOXANTRONE,CHEMBL38458,2.0,,397.55,3.59,79.34,3.0,7.0,8.0,CCN(CC)CCn1nc2c3c(c(NCCN)ccc31)Sc1cc(O)ccc1-2,chembl,chembl,chembl,,,,False,False,False,,,,,,,
RIMAZOLIUM METILSULFATE,CHEMBL263807,2.0,,362.40,0.75,52.18,0.0,4.0,2.0,CCOC(=O)c1c[n+](C)c2n(c1=O)C(C)CCC2.COS(=O)(=O)[O-],chembl,chembl,chembl,,,,False,False,False,,,,,,,
ESAFLOXACIN,CHEMBL37683,2.0,,320.32,0.79,101.45,2.0,6.0,3.0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCC(N)C3)nc21,chembl,chembl,chembl,,,,False,False,False,,,,,,,
RONIDAZOLE,CHEMBL290299,2.0,,200.15,-0.08,113.28,1.0,6.0,3.0,Cn1c([N+](=O)[O-])cnc1COC(N)=O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
BREQUINAR,CHEMBL38434,2.0,,375.37,5.85,50.19,1.0,2.0,3.0,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
SPARFOSIC ACID,CHEMBL37681,2.0,,255.12,-1.79,161.23,5.0,4.0,6.0,O=C(O)CC(NC(=O)CP(=O)(O)O)C(=O)O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ETISULERGINE,CHEMBL38992,2.0,,376.53,2.06,68.44,2.0,3.0,5.0,CCN(CC)S(=O)(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ACEPROMAZINE,CHEMBL39560,2.0,,326.47,4.44,23.55,0.0,4.0,5.0,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,chembl,chembl,chembl,,,,False,False,False,,,,,,,
BATANOPRIDE,CHEMBL38594,2.0,,355.87,2.35,84.66,2.0,5.0,9.0,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC(C)C(C)=O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ROGLETIMIDE,CHEMBL289116,2.0,,218.26,1.17,59.06,1.0,3.0,2.0,CCC1(c2ccncc2)CCC(=O)NC1=O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PHENOTHIAZINE,CHEMBL828,2.0,,199.28,3.89,12.03,1.0,2.0,0.0,c1ccc2c(c1)Nc1ccccc1S2,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DIMETRIDAZOLE,CHEMBL38938,2.0,,141.13,0.64,60.96,0.0,4.0,1.0,Cc1ncc([N+](=O)[O-])n1C,chembl,chembl,chembl,,,,False,False,False,,,,,,,
NANTERINONE,CHEMBL37971,2.0,,253.31,2.64,50.68,1.0,3.0,1.0,Cc1cn(-c2cc(C)c3[nH]c(=O)ccc3c2)c(C)n1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CHLORACYZINE,CHEMBL290624,2.0,,360.91,5.20,23.55,0.0,3.0,5.0,CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(Cl)cc21,chembl,chembl,chembl,,,,False,False,False,,,,,,,
SARAFLOXACIN,CHEMBL37858,2.0,,385.37,2.38,74.57,2.0,5.0,3.0,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PIPERINE,CHEMBL43185,2.0,,285.34,3.00,38.77,0.0,3.0,3.0,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
GALLIC ACID,CHEMBL288114,2.0,,170.12,0.50,97.99,4.0,4.0,1.0,O=C(O)c1cc(O)c(O)c(O)c1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
AMINACRINE,CHEMBL43184,2.0,,194.24,2.97,38.91,1.0,2.0,0.0,Nc1c2ccccc2nc2ccccc12,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CARABERSAT,CHEMBL39933,2.0,,357.38,3.03,75.63,2.0,4.0,3.0,CC(=O)c1ccc2c(c1)[C@H](NC(=O)c1ccc(F)cc1)[C@@H](O)C(C)(C)O2,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DENZIMOL,CHEMBL41849,2.0,,292.38,3.40,38.05,1.0,3.0,6.0,OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
NAFIMIDONE,CHEMBL416801,2.0,,236.27,2.92,34.89,0.0,3.0,3.0,O=C(Cn1ccnc1)c1ccc2ccccc2c1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PRATOSARTAN,CHEMBL41194,2.0,,426.52,4.64,89.35,1.0,6.0,6.0,CCCc1nc2c(n1Cc1ccc(-c3ccccc3-c3nnn[nH]3)cc1)C(=O)CCCC2,chembl,chembl,chembl,,,,False,False,False,,,,,,,
OMAPATRILAT,CHEMBL289556,2.0,,408.55,1.94,86.71,3.0,5.0,5.0,O=C(N[C@H]1CCS[C@H]2CCC[C@@H](C(=O)O)N2C1=O)[C@@H](S)Cc1ccccc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ACRIDINE,CHEMBL39677,2.0,,179.22,3.39,12.89,0.0,1.0,0.0,c1ccc2nc3ccccc3cc2c1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
BUTOXAMINE,CHEMBL289093,2.0,,267.37,2.51,50.72,2.0,4.0,5.0,COc1ccc(OC)c(C(O)C(C)NC(C)(C)C)c1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
THYROPROPIC ACID,CHEMBL291053,2.0,,635.96,5.02,66.76,2.0,3.0,5.0,O=C(O)CCc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ROSOXACIN,CHEMBL291157,2.0,,294.31,2.78,72.19,1.0,4.0,3.0,CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ELVUCITABINE,CHEMBL38700,2.0,,227.19,-0.59,90.37,2.0,6.0,2.0,Nc1nc(=O)n([C@@H]2C=C[C@H](CO)O2)cc1F,chembl,chembl,chembl,,,,False,False,False,,,,,,,
BROMINDIONE,CHEMBL288496,2.0,,301.14,3.61,34.14,0.0,2.0,1.0,O=C1c2ccccc2C(=O)C1c1ccc(Br)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DAPITANT,CHEMBL38824,2.0,,561.72,6.55,59.00,1.0,4.0,7.0,COc1ccccc1[C@H](C)C(=O)N1C[C@@H]2[C@H](C1)C(c1ccccc1)(c1ccccc1)CC[C@@]2(O)c1ccccc1OC,chembl,chembl,chembl,,,,False,False,False,,,,,,,
7-ETHYL-10-HYDROXYCAMPTOTHECIN,CHEMBL837,2.0,,392.41,2.35,101.65,2.0,7.0,2.0,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CILUPREVIR,CHEMBL297884,2.0,,774.94,6.05,181.31,4.0,11.0,9.0,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)cc(-c3csc(NC(C)C)n3)nc2c1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
LIBENZAPRIL,CHEMBL430554,2.0,,363.41,0.59,132.96,4.0,5.0,9.0,NCCCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
LINOGLIRIDE,CHEMBL40356,2.0,,286.38,2.13,40.43,0.0,2.0,1.0,CN1CCC/C1=N\C(=N\c1ccccc1)N1CCOCC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
MIDAGLIZOLE,CHEMBL40611,2.0,,251.33,2.61,37.28,1.0,3.0,4.0,c1ccc(C(CC2=NCCN2)c2ccccn2)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
LODINIXIL,CHEMBL297407,2.0,,276.77,3.56,41.05,1.0,4.0,3.0,Cc1cccc(Nc2cc(Cl)nc(N(C)C)n2)c1C,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ARONIXIL,CHEMBL40357,2.0,,306.75,2.99,87.14,3.0,5.0,5.0,Cc1cccc(Nc2cc(Cl)nc(NCC(=O)O)n2)c1C,chembl,chembl,chembl,,,,False,False,False,,,,,,,
LICOSTINEL,CHEMBL289832,2.0,,276.04,1.43,108.86,2.0,4.0,1.0,O=c1[nH]c2cc(Cl)c(Cl)c([N+](=O)[O-])c2[nH]c1=O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
LIDAMIDINE,CHEMBL448416,2.0,,220.28,1.58,77.01,4.0,2.0,1.0,CNC(=N)NC(=O)Nc1c(C)cccc1C,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PIRINIXIC ACID,CHEMBL295416,2.0,,323.81,3.67,75.11,2.0,5.0,5.0,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,chembl,chembl,chembl,,,,False,False,False,,,,,,,
