name,chembl_id,chembl_max_phase,indication_class,molecular_weight,logP,PSA,H_donors,H_acceptors,rotatable_bonds,SMILES,smiles_source,source,sources,ingredient,earliest_patent_expiry,earliest_exclusivity_date,ema_approved,pmda_approved,nosa_candidate,pubchem_cid,vapor_pressure_mmhg,vapor_pressure_raw,melting_point_c,melting_point_raw,boiling_point_c,boiling_point_raw
DIPRENORPHINE,CHEMBL281786,2.0,,425.57,3.39,62.16,2.0,5.0,4.0,CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CHLORCYCLIZINE,CHEMBL22150,2.0,,300.83,3.68,6.48,0.0,2.0,3.0,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PHENIPRAZINE,CHEMBL22498,2.0,,150.22,1.08,38.05,2.0,2.0,3.0,CC(Cc1ccccc1)NN,chembl,chembl,chembl,,,,False,False,False,,,,,,,
LORGLUMIDE,CHEMBL24938,2.0,,459.41,5.17,86.71,2.0,3.0,14.0,CCCCCN(CCCCC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
AMELTOLIDE,CHEMBL22916,2.0,,240.31,3.14,55.12,2.0,2.0,2.0,Cc1cccc(C)c1NC(=O)c1ccc(N)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
SURITOZOLE,CHEMBL278764,2.0,,223.28,2.29,22.75,0.0,4.0,1.0,Cn1nc(-c2cccc(F)c2)n(C)c1=S,chembl,chembl,chembl,,,,False,False,False,,,,,,,
RACEMETHORPHAN,CHEMBL22207,2.0,,271.40,3.38,12.47,0.0,2.0,1.0,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DIOXIFEDRINE,CHEMBL416557,2.0,,197.23,0.74,72.72,4.0,4.0,3.0,CNC(C)C(O)c1ccc(O)c(O)c1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
QUAZOLAST,CHEMBL23811,2.0,,262.65,2.82,65.22,0.0,5.0,1.0,COC(=O)c1nc2cc(Cl)c3cccnc3c2o1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TIXANOX,CHEMBL23771,2.0,,302.31,2.38,90.57,1.0,4.0,2.0,C[S+]([O-])c1ccc2oc3ccc(C(=O)O)cc3c(=O)c2c1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CLOFIBRIC ACID,CHEMBL683,2.0,,214.65,2.58,46.53,1.0,2.0,3.0,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
EPIROPRIM,CHEMBL280378,2.0,,353.43,2.82,101.21,2.0,7.0,7.0,CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1-n1cccc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TRETAZICAR,CHEMBL23330,2.0,,252.19,0.42,132.38,1.0,6.0,4.0,NC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],chembl,chembl,chembl,,,,False,False,False,,,,,,,
FLUFENAMIC ACID,CHEMBL23588,2.0,,281.23,4.15,49.33,2.0,2.0,3.0,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ETICYCLIDINE,CHEMBL279924,2.0,,203.33,3.46,12.03,1.0,1.0,3.0,CCNC1(c2ccccc2)CCCCC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PHENINDAMINE,CHEMBL278398,2.0,,261.37,3.92,3.24,0.0,1.0,1.0,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CLOFENAMIC ACID,CHEMBL23115,2.0,,282.13,4.44,49.33,2.0,2.0,3.0,O=C(O)c1ccccc1Nc1cccc(Cl)c1Cl,chembl,chembl,chembl,,,,False,False,False,,,,,,,
IMITRODAST,CHEMBL22542,2.0,,260.32,2.41,55.12,1.0,4.0,3.0,O=C(O)C1=Cc2sc(Cn3ccnc3)cc2CC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
SALIRASIB,CHEMBL23293,2.0,,358.55,6.90,37.30,1.0,2.0,10.0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(=O)O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
LOBUCAVIR,CHEMBL23550,2.0,,265.27,-1.14,130.05,4.0,7.0,3.0,Nc1nc(=O)c2ncn([C@@H]3C[C@H](CO)[C@H]3CO)c2[nH]1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
AXL-1717,CHEMBL283120,2.0,,414.41,2.41,92.68,1.0,8.0,4.0,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1OC,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ADIBENDAN,CHEMBL25931,2.0,,278.31,2.85,70.67,2.0,3.0,1.0,CC1(C)C(=O)Nc2cc3[nH]c(-c4ccncc4)nc3cc21,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ACTISOMIDE,CHEMBL286259,2.0,,369.55,4.25,35.91,0.0,3.0,6.0,CC1=NC(=O)C(CCN(C(C)C)C(C)C)(c2ccccc2)C2CCCCN12,chembl,chembl,chembl,,,,False,False,False,,,,,,,
FRESELESTAT,CHEMBL25892,2.0,,452.52,2.20,146.00,2.0,9.0,7.0,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ncc(N)c1=O)C(=O)c1nnc(C(C)(C)C)o1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
FOSFOSAL,CHEMBL287275,2.0,,218.10,0.86,104.06,3.0,3.0,3.0,O=C(O)c1ccccc1OP(=O)(O)O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PIMOBENDAN,CHEMBL24646,2.0,,334.38,3.10,79.37,2.0,4.0,3.0,COc1ccc(-c2nc3cc(C4=NNC(=O)CC4C)ccc3[nH]2)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
APROFENE,CHEMBL26505,2.0,,325.45,3.88,29.54,0.0,3.0,8.0,CCN(CC)CCOC(=O)C(C)(c1ccccc1)c1ccccc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ATEVIRDINE MESYLATE,CHEMBL280527,2.0,,379.46,2.97,73.49,2.0,5.0,5.0,CCNc1cccnc1N1CCN(C(=O)c2cc3cc(OC)ccc3[nH]2)CC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TABIMORELIN,CHEMBL281764,2.0,,528.70,3.71,95.74,2.0,4.0,11.0,CNC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@@H](Cc1ccc2ccccc2c1)N(C)C(=O)/C=C/CC(C)(C)N,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DIZOCILPINE,CHEMBL284237,2.0,,221.30,3.15,12.03,1.0,1.0,0.0,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TELOXANTRONE,CHEMBL24329,2.0,,411.46,0.87,131.67,6.0,9.0,9.0,CNCCNc1ccc2c3c(nn2CCNCCO)-c2c(O)ccc(O)c2C(=O)c13,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ETOFYLLINE,CHEMBL699,2.0,,224.22,-1.57,82.05,1.0,7.0,2.0,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
NITRACRINE,CHEMBL26291,2.0,,324.38,3.66,71.30,1.0,5.0,6.0,CN(C)CCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,chembl,chembl,chembl,,,,False,False,False,,,,,,,
OCTANOL,CHEMBL26215,2.0,,130.23,2.34,20.23,1.0,1.0,6.0,CCCCCCCCO,chembl,chembl,chembl,,,,False,False,False,,,,,,,
RAFABEGRON,CHEMBL279260,2.0,,402.88,3.54,94.58,4.0,4.0,9.0,C[C@H](Cc1c[nH]c2c(OCC(=O)O)cccc12)NC[C@H](O)c1cccc(Cl)c1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
MIRIDESAP,CHEMBL25263,2.0,,340.38,0.70,115.22,2.0,4.0,7.0,O=C(O)[C@H]1CCCN1C(=O)CCCCC(=O)N1CCC[C@@H]1C(=O)O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
UPIDOSIN,CHEMBL278865,2.0,,511.62,4.72,75.02,1.0,6.0,8.0,COc1ccccc1N1CCN(CCCNC(=O)c2cccc3c(=O)c(C)c(-c4ccccc4)oc23)CC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CLORINDIONE,CHEMBL278519,2.0,,256.69,3.50,34.14,0.0,2.0,1.0,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
RAGAGLITAZAR,CHEMBL24038,2.0,,419.48,5.04,68.23,1.0,5.0,9.0,CCO[C@@H](Cc1ccc(OCCN2c3ccccc3Oc3ccccc32)cc1)C(=O)O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
BEXLOSTERIDE,CHEMBL24955,2.0,,249.74,2.99,20.31,0.0,1.0,0.0,CN1C(=O)CC[C@@H]2c3ccc(Cl)cc3CC[C@H]21,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ZOTEPINE,CHEMBL285802,2.0,,331.87,4.88,12.47,0.0,3.0,4.0,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,chembl,chembl,chembl,,,,False,False,False,,,,,,,
NAPITANE,CHEMBL27926,2.0,,335.45,4.32,21.70,0.0,3.0,3.0,c1ccc(C2CCN(CC3CCCc4c3ccc3c4OCO3)C2)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DISOXARIL,CHEMBL283639,2.0,,342.44,4.33,56.85,0.0,5.0,10.0,Cc1cc(CCCCCCCOc2ccc(C3=NCCO3)cc2)on1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
NAFOXIDINE,CHEMBL28211,2.0,,425.57,6.08,21.70,0.0,3.0,7.0,COc1ccc2c(c1)CCC(c1ccccc1)=C2c1ccc(OCCN2CCCC2)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
SPIROMUSTINE,CHEMBL27114,2.0,,336.26,2.02,52.65,1.0,3.0,7.0,O=C1NC2(CCCCC2)C(=O)N1CCN(CCCl)CCCl,chembl,chembl,chembl,,,,False,False,False,,,,,,,
AMFENAC,CHEMBL25146,2.0,,255.27,2.13,80.39,2.0,3.0,4.0,Nc1c(CC(=O)O)cccc1C(=O)c1ccccc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
STANOLONE,CHEMBL27769,2.0,,290.45,3.96,37.30,1.0,2.0,0.0,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PROADIFEN,CHEMBL282567,2.0,,353.51,4.66,29.54,0.0,3.0,10.0,CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
SALICYLAMIDE,CHEMBL27577,2.0,,137.14,0.49,63.32,2.0,2.0,1.0,NC(=O)c1ccccc1O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ELTOPRAZINE,CHEMBL282614,2.0,,220.27,0.87,33.73,1.0,4.0,1.0,c1cc2c(c(N3CCNCC3)c1)OCCO2,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DAZMEGREL,CHEMBL283656,2.0,,283.33,2.67,60.05,1.0,4.0,5.0,Cc1c(Cn2ccnc2)c2ccccc2n1CCC(=O)O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DIOXADROL,CHEMBL26479,2.0,,309.41,3.45,30.49,1.0,3.0,3.0,c1ccc(C2(c3ccccc3)OCC(C3CCCCN3)O2)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TESMILIFENE,CHEMBL26424,2.0,,283.41,4.00,12.47,0.0,2.0,8.0,CCN(CC)CCOc1ccc(Cc2ccccc2)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ZAMIFENACIN,CHEMBL27507,2.0,,415.53,5.23,30.93,0.0,4.0,7.0,c1ccc(C(O[C@@H]2CCCN(CCc3ccc4c(c3)OCO4)C2)c2ccccc2)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TIAZURIL,CHEMBL27999,2.0,,359.84,3.34,67.75,1.0,5.0,3.0,Cc1cc(-n2ncc(=O)[nH]c2=O)cc(C)c1Sc1ccc(Cl)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ISAMOLTAN,CHEMBL27077,2.0,,274.36,2.21,46.42,2.0,4.0,7.0,CC(C)NCC(O)COc1ccccc1-n1cccc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
BUQUINERAN,CHEMBL26984,2.0,,387.48,2.72,88.61,2.0,6.0,7.0,CCCCNC(=O)NC1CCN(c2ncnc3cc(OC)c(OC)cc23)CC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DIHYDREXIDINE,CHEMBL25856,2.0,,267.33,2.65,52.49,3.0,3.0,0.0,Oc1cc2c(cc1O)[C@H]1c3ccccc3CN[C@@H]1CC2,chembl,chembl,chembl,,,,False,False,False,,,,,,,
SULFATROXAZOLE,CHEMBL26630,2.0,,267.31,1.67,98.22,2.0,5.0,3.0,Cc1onc(NS(=O)(=O)c2ccc(N)cc2)c1C,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ARILDONE,CHEMBL26319,2.0,,368.90,5.25,52.60,0.0,4.0,13.0,CCC(=O)C(CCCCCCOc1ccc(OC)cc1Cl)C(=O)CC,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PROGABIDE,CHEMBL287631,2.0,,334.78,3.29,75.68,2.0,3.0,6.0,NC(=O)CCC/N=C(\c1ccc(Cl)cc1)c1cc(F)ccc1O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
IROSUSTAT,CHEMBL286738,2.0,,309.34,1.64,99.60,1.0,5.0,2.0,NS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DITERCALINIUM CHLORIDE,CHEMBL435565,2.0,,789.85,7.98,64.28,2.0,4.0,9.0,COc1ccc2[nH]c3ccc4cc[n+](CCN5CCC(C6CCN(CC[n+]7ccc8ccc9[nH]c%10ccc(OC)cc%10c9c8c7)CC6)CC5)cc4c3c2c1.[Cl-].[Cl-],chembl,chembl,chembl,,,,False,False,False,,,,,,,
CROCONAZOLE,CHEMBL27289,2.0,,310.78,4.63,27.05,0.0,3.0,5.0,C=C(c1ccccc1OCc1cccc(Cl)c1)n1ccnc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PLAUNOTOL,CHEMBL285815,2.0,,306.49,5.10,40.46,2.0,2.0,11.0,CC(C)=CCC/C(C)=C/CC/C(=C/CC/C(C)=C/CO)CO,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PIPEMIDIC ACID,CHEMBL30116,2.0,,303.32,-0.08,100.35,2.0,7.0,3.0,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,chembl,chembl,chembl,,,,False,False,False,,,,,,,
SINITRODIL,CHEMBL27129,2.0,,238.20,0.69,81.91,0.0,5.0,4.0,O=C1c2ccccc2OCN1CCO[N+](=O)[O-],chembl,chembl,chembl,,,,False,False,False,,,,,,,
DIBROMPROPAMIDINE,CHEMBL30044,2.0,,470.17,3.63,118.20,4.0,4.0,8.0,N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2Br)c(Br)c1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
THYMOL,CHEMBL29411,2.0,,150.22,2.82,20.23,1.0,1.0,1.0,Cc1ccc(C(C)C)c(O)c1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CARVACROL,CHEMBL281202,2.0,,150.22,2.82,20.23,1.0,1.0,1.0,Cc1ccc(C(C)C)cc1O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
BUTYLATED HYDROXYTOLUENE,CHEMBL146,2.0,,220.36,4.30,20.23,1.0,1.0,0.0,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
LOSULAZINE,CHEMBL287419,2.0,,558.56,5.28,82.61,1.0,5.0,5.0,O=C(c1ccc(Nc2ccnc3cc(C(F)(F)F)ccc23)cc1)N1CCN(S(=O)(=O)c2ccc(F)cc2)CC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
IRAMPANEL,CHEMBL29741,2.0,,309.37,3.34,51.39,0.0,5.0,6.0,CN(C)CCOc1ccccc1-c1nc(-c2ccccc2)no1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ELPETRIGINE,CHEMBL29919,2.0,,289.55,3.27,77.82,2.0,4.0,1.0,Nc1cnc(-c2cc(Cl)cc(Cl)c2Cl)c(N)n1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
FLUNARIZINE,CHEMBL30008,2.0,,404.50,5.39,6.48,0.0,2.0,6.0,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
BEMARINONE,CHEMBL29798,2.0,,220.23,1.25,64.21,1.0,4.0,2.0,COc1ccc2[nH]c(=O)nc(C)c2c1OC,chembl,chembl,chembl,,,,False,False,False,,,,,,,
REMACEMIDE,CHEMBL25843,2.0,,268.36,2.22,55.12,2.0,2.0,5.0,CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
OXOLINIC ACID,CHEMBL416755,2.0,,261.23,1.45,77.76,1.0,5.0,2.0,CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ENECADIN,CHEMBL29404,2.0,,357.47,4.63,38.25,0.0,4.0,8.0,Cc1nc(OCCCCCN2CCCCC2)cc(-c2ccc(F)cc2)n1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
D-ASPARTATE,CHEMBL29757,2.0,,133.10,-1.13,100.62,3.0,3.0,3.0,N[C@H](CC(=O)O)C(=O)O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DERACOXIB,CHEMBL28636,2.0,,397.38,3.27,87.21,1.0,5.0,5.0,COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F,chembl,chembl,chembl,,,,False,False,False,,,,,,,
MAVACOXIB,CHEMBL28527,2.0,,385.34,3.34,77.98,1.0,4.0,3.0,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
LOMERIZINE,CHEMBL29188,2.0,,468.54,4.90,34.17,0.0,5.0,8.0,COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC,chembl,chembl,chembl,,,,False,False,False,,,,,,,
LUBELUZOLE,CHEMBL281724,2.0,,433.52,3.92,48.83,1.0,6.0,7.0,CN(c1nc2ccccc2s1)C1CCN(C[C@H](O)COc2ccc(F)c(F)c2)CC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CYCLOGUANIL,CHEMBL747,2.0,,251.72,1.53,80.00,2.0,5.0,1.0,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PLECONARIL,CHEMBL29609,2.0,,381.35,4.68,74.18,0.0,6.0,6.0,Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
BESIPIRDINE,CHEMBL29835,2.0,,251.33,3.72,21.06,0.0,3.0,4.0,CCCN(c1ccncc1)n1ccc2ccccc21,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ESTRADIOL BENZOATE,CHEMBL282575,2.0,,376.50,5.12,46.53,1.0,3.0,2.0,C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ISBOGREL,CHEMBL28196,2.0,,281.36,4.16,50.19,1.0,2.0,7.0,O=C(O)CCCC/C=C(/c1ccccc1)c1cccnc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
SIPATRIGINE,CHEMBL28854,2.0,,372.69,3.44,58.28,1.0,5.0,2.0,CN1CCN(c2ncc(-c3cc(Cl)cc(Cl)c3Cl)c(N)n2)CC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
EDELFOSINE,CHEMBL28509,2.0,,523.74,6.49,77.05,0.0,6.0,27.0,CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ZAPRINAST,CHEMBL28079,2.0,,271.28,1.50,96.55,2.0,5.0,4.0,CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
VAMICAMIDE,CHEMBL28979,2.0,,297.40,2.19,59.22,1.0,3.0,6.0,CC(CC(C(N)=O)(c1ccccc1)c1ccccn1)N(C)C,chembl,chembl,chembl,,,,False,False,False,,,,,,,
UBENIMEX,CHEMBL29292,2.0,,308.38,0.53,112.65,4.0,4.0,8.0,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TIVICICLOVIR,CHEMBL280531,2.0,,239.24,-1.70,130.05,4.0,7.0,4.0,Nc1nc2c(ncn2CC(CO)CO)c(=O)[nH]1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ELIPRODIL,CHEMBL28564,2.0,,347.86,4.47,23.47,1.0,2.0,5.0,OC(CN1CCC(Cc2ccc(F)cc2)CC1)c1ccc(Cl)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
SULMAZOLE,CHEMBL286020,2.0,,287.34,2.37,73.86,1.0,4.0,3.0,COc1cc([S+](C)[O-])ccc1-c1nc2cccnc2[nH]1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ILMOFOSINE,CHEMBL28930,2.0,,525.78,6.67,67.82,0.0,6.0,26.0,CCCCCCCCCCCCCCCCSCC(COC)COP(=O)([O-])OCC[N+](C)(C)C,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DEZAGUANINE,CHEMBL31882,2.0,,150.14,-0.17,87.56,3.0,3.0,0.0,Nc1cc2[nH]cnc2c(=O)[nH]1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ENVIROXIME,CHEMBL283403,2.0,,358.42,2.43,110.57,2.0,7.0,4.0,CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=N/O)c3ccccc3)cc21,chembl,chembl,chembl,,,,False,False,False,,,,,,,
BIZELESIN,CHEMBL284642,2.0,,815.72,9.25,185.37,8.0,5.0,6.0,Cc1c[nH]c2c(O)cc3c(c12)[C@H](CCl)CN3C(=O)c1cc2cc(NC(=O)Nc3ccc4[nH]c(C(=O)N5C[C@@H](CCl)c6c5cc(O)c5[nH]cc(C)c65)cc4c3)ccc2[nH]1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CETABEN,CHEMBL31907,2.0,,361.57,7.28,49.33,2.0,2.0,17.0,CCCCCCCCCCCCCCCCNc1ccc(C(=O)O)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
COFORMYCIN,CHEMBL284483,2.0,,284.27,-2.21,132.36,5.0,9.0,2.0,OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)[C@H](O)[C@@H]1O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DEXFADROSTAT,CHEMBL287677,2.0,,223.28,2.68,41.61,0.0,3.0,1.0,N#Cc1ccc([C@H]2CCCc3cncn32)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
MITOZOLOMIDE,CHEMBL435951,2.0,,242.63,-1.38,108.17,1.0,7.0,3.0,NC(=O)c1ncn2c(=O)n(CCCl)nnc12,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ELINAFIDE,CHEMBL31400,2.0,,520.59,3.45,98.82,2.0,6.0,10.0,O=C1c2cccc3cccc(c23)C(=O)N1CCNCCCNCCN1C(=O)c2cccc3cccc(c23)C1=O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
BRIVUDINE,CHEMBL31634,2.0,,333.14,-0.46,104.55,3.0,6.0,3.0,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PIPEROXAN,CHEMBL31836,2.0,,233.31,2.31,21.70,0.0,3.0,2.0,c1ccc2c(c1)OCC(CN1CCCCC1)O2,chembl,chembl,chembl,,,,False,False,False,,,,,,,
BRODIMOPRIM,CHEMBL31891,2.0,,339.19,2.01,96.28,2.0,6.0,4.0,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1Br,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TETROXOPRIM,CHEMBL32039,2.0,,334.38,1.27,114.74,2.0,8.0,8.0,COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TRAMAZOLINE,CHEMBL32573,2.0,,215.30,1.94,36.42,2.0,3.0,1.0,c1cc2c(c(NC3=NCCN3)c1)CCCC2,chembl,chembl,chembl,,,,False,False,False,,,,,,,
REMIKIREN,CHEMBL31601,2.0,,630.85,3.10,161.48,5.0,7.0,15.0,CC(C)(C)S(=O)(=O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
FISETIN,CHEMBL31574,2.0,,286.24,2.28,111.13,4.0,6.0,1.0,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DIMEBUTIC ACID,CHEMBL286013,2.0,,116.16,1.51,37.30,1.0,1.0,2.0,CCC(C)(C)C(=O)O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
BIAPENEM,CHEMBL285347,2.0,,350.40,-1.89,102.37,1.0,7.0,4.0,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,chembl,chembl,chembl,,,,False,False,False,,,,,,,
SPIROGLUMIDE,CHEMBL283820,2.0,,441.36,4.14,86.71,2.0,3.0,6.0,O=C(O)CC[C@@H](NC(=O)c1cc(Cl)cc(Cl)c1)C(=O)N1CCC2(CCCC2)CC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
OXILOFRINE,CHEMBL30400,2.0,,181.24,1.03,52.49,3.0,3.0,3.0,CNC(C)C(O)c1ccc(O)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
SOTERENOL,CHEMBL30746,2.0,,288.37,0.80,98.66,4.0,5.0,6.0,CC(C)NCC(O)c1ccc(O)c(NS(C)(=O)=O)c1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
